No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,Young'sModulusatRT(GPa)
5863,XP06-224812,USPatentKonicaMinolta(J),2002,A6458730,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,1stheattreat.:700C5h2ndheattreat.:760C4.5hCrystal:Magnesiumaluminasilicate,,57.13,0,11.11,24.44,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.4
1130,GC04-051357,CorningInc.(US),,138,Glass,Lead-Silicate,AlkaliSilicate,,,,,,CathodeRayTube,,,,,CTVFunnel.X-RayAbaorbing,,68.81,0,1.5,3.8,4.09,0,0,7.41,6.5,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.97
4409,XP03-211058,JapanesePatentKonicaMinolta(J),2001,A026456,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,47.5,0,6.94,26.97,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.2
1758,GJ30-078850,J.AmericanCeramicSoc.,1970,v.053p.0311,Glass,Aluminate,,,,,,,,,,,,8Figs4Tables.,,4,15,15,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.35
2625,GJ01-150476,J.Non-CrystallineSolids,1992,v.143p.0065,Glass,Silica,,,,,,,,,,,,3rdorderelasticstiffnesstensorcomponents,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4
9702,GP02-312505,JapanesePatentNipponElectricGlass(J),2013,A163633,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,SolarCell,Display,,,,Ex.13,,64.94,0,8.03,10.93,0.22,0,0,11.68,4.08,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
10470,GP03-353457,JapanesePatentOwensCorning(US),2013,A500939,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Fiber,Melting,,,Fiber,PlasticsFRP,,,,ex.7,,61.4,0,10.31,14.34,13.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7
2386,GB02-138838,HandbookofGlassData,1993,v.00Ep.0435,Glass,AlkaliSilicate,,,,,,,,,,,,,,73.33,0,0,0,0,0,0,23.01,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
10853,GP03-357275,USPatentHoyaCorp.(J),2014,A0334276,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Melting,Disk,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.14,,63,0,10,17,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4
1648,GB05-078307,HandbookofGlassData,1983,v.00Ap.0566,Glass,Boro-Silicate,,,,,,,,,,,,,,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.17
3667,GJ01-204053,J.Non-CrystallineSolids,2000,v.277p.0001,Glass,Silica,,,CVD,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2848,GB02-164822,FundamentalsofInorganicGlasses,1994,v.001p.0171,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,76.92,0,0,7.69,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
275,GB02-006608,HandbookofGlassProperties,1986,v.001p.0330,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,63,0,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9
10850,GP03-357272,USPatentHoyaCorp.(J),2014,A0334276,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Melting,Disk,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.9,,63,0,10,19,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4
2996,GJ02-176251,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,70,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.71
2281,GJ05-113786,PhysicsandChemistryofGlasses,1990,v.031p.0239,Glass,Boro-Silicate,,,,,,,,,,,,,,20,53,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.72
4121,XP06-210770,JapanesePatentKonicaMinolta(J),2001,A019478,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,75.98,0,4.76,0,0,0,16.65,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,1.19,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.8
3421,GP03-189950,USPatentHoyaCorp.(J),1999,A5981015,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,40,0,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.7
8004,GP02-285182,USPatentNipponSheetGlass(J),2008,A0053152,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,Annealedat650Cfor30min.,Ex.7,,67.33,0,6.44,4.92,6.63,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
8717,GP02-298464,JapanesePatentKonicaMinolta(J),2010,A184862,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.7,,60.16,2.57,2.48,6.58,6.93,0,8.46,4.48,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.36,0,0,0,0,2.7,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
5082,XP03-213091,JapanesePatentHoyaCorp.(J),2001,A325718,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Crystal:Titanate,,43,0,12.5,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
2501,GJ35-144342,GlassPhysics&Chemistry,1992,v.018p.0159,Glass,Germanate,,,,,,,,,,,,,,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,64.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9
9137,XP06-305029,JapanesePatentOharaInc.(J),2011,A201758,Glass-Ceramics,Alumino-Silicate,Zinc-Silicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,670C+750C,Ex.2crystal:RAl2O4,,54.51,0,11.66,13.1,0,0,0,4.26,0,0,0,0,0,0,0,11.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
1021,GJ02-045747,GlassPhysics&Chemistry,1982,v.008p.0463,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3
379,GB02-006712,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,69,0,20,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
4653,XP03-212547,JapanesePatentKonicaMinolta(J),2001,A287928,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,38.62,0,11.53,34.26,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.3
3059,GJ10-176380,GlassPhysics&Chemistry,1998,v.024p.0539,Glass,Borate,,,,,,,,,,,,D.S.Sanditov,,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1
10677,GP03-356253,JapanesePatentPPGIndustries(US),2014,A530162,Glass,Alkaline-earthSilicate,Boro-Silicate,,Melting,Fiber,,,PlasticsFRP,ElectricCircuitCircuitBoard,,,,ex.9,,61.07,9.35,6.99,18.18,1.13,0,1,0.48,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,90.5
3859,XP02-205787,JapanesePatentOharaInc.(J),2000,A302481,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,GlassCeramics,,,,MagneticMemoryDisk,,,,,NucleationTemp.:550CCrystallizationTemp.:780C,,72.29,0,3.96,1.14,0,0,19.11,0,1.22,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.08,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
8427,GP02-293140,JapanesePatentAsahiGlass(J),2009,A280478,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.1,,63.7,0,13,0,0,0,10.2,6.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8
7427,XP03-269399,USPatentHoyaCorp.(J),2005,A6960399,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticRecordingHead,,,795C4h+1000C4h,Ex.10Crystalothers:2MgO.2Al2O3.4SiO2MgO.2Al2O3.5SiO2,,48.23,0,10.58,29.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.9
5306,GJ03-216696,J.Jpn.Inst.Metals&Materials(J),2000,v.064p.0177,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,50,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9
8598,GP05-296229,JapanesePatent,2010,A508226,Glass,Boro-Silicate,Alumino-Silicate,,Fiber,,,,ElectricCircuitCircuitBoard,,,,,AGYHoldingsCo.Ex.D47-2,,58.62,22.63,9.1,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,58
9352,GP03-307924,USPatent,2012,A0135849,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Fiber,,,,,,,,,OCV-IntellectualCapitalLLC.Ex.8,,61.42,0,10.32,14.35,13.39,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9
3013,GJ02-176268,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,55.56,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.42
5892,XP03-225193,USPatent,2002,A0028740,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,X.Zouetal.(JP)1sttreatment:770C4h2ndtreatment:950C4hCrystal:Mg-Al-titanate,,50.11,0,10.66,30.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.48,0,0,0,0,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.9
3384,XP03-189129,JapanesePatentHoyaCorp.(J),1999,A322362,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,52.5,0,15.53,19.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.5
6616,XP03-253537,USPatentKonicaMinolta(J),2003,A6627567,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Heattreatment:680C5.5h+750C5.5hCrystalothers:MagnesiumaluminasilicateEx.3,,55.68,0,10.18,34.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.56
6470,GP02-252614,JapanesePatentHoyaCorp.(J),2003,A212591,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,CathodeRayTube,ChemicalStrengthen,,,,Ex.2,,65.6,0,2,0,0,0,12,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.3,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3226,GJ01-187122,J.AmericanCeramicSoc.,1999,v.082p.3501,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
1572,GJ03-072990,PhysicsandChemistryofGlasses,1961,v.002p.0069,Glass,Alkaline-earthSilicate,,,,,,,,,,,,,,47.02,0,3.91,20.58,20.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8
614,GB02-025625,HandbookofGlassData,1987,v.00Cp.0434,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,80,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.25
8789,GP05-298974,JapanesePatentNipponElectricGlass(J),2010,A275167,Glass,Boro-Silicate,Alumino-Silicate,Alkaline-earthSilicate,NonAlkali,,,,Display,Substrate,,,,Ex.1,,68.04,10.29,10.22,1.62,8.71,0,0,0,0,0,0,0,0,0,0,0.4,0.63,0,0,0,0,0.004078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
382,GB02-006715,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,66,0,21,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2
4068,XP05-210717,JapanesePatentKonicaMinolta(J),2001,A019467,Glass-Ceramics,Boro-Silicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,,,,66.37,10.58,4.21,0,2.19,0,12.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,1.49,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
5738,XP02-224224,USPatentOharaInc.(J),2002,A6383645,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,,,,72.29,0,3.96,1.14,0,0,19.11,0,1.22,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.08,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
56,GB04-004816,HandbookofGlassProperties,1986,v.001p.0315,Glass,Lead-Silicate,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.08
7668,GP05-275326,USPatentHoyaCorp.(J),2006,A7090937,Glass,Boro-Silicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.10,,50,10,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.1
6587,XP03-253471,USPatentKonicaMinolta(J),2003,A6624101,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Heattreatment:710C3h+800C3.5hCrystalohters:MagnesiumaluminasilicateEx.4,,51.5,0,14.4,31.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.45
7846,GP03-281388,JapanesePatentNipponSheetGlass(J),2007,A320846,Glass,Alkaline-earthSilicate,Alumino-Silicate,AlkaliSilicate,,,,,Display,,,,,Ex.3,,48.68,0,5.71,6.45,21.59,0,7.68,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
8206,GP03-289394,JapanesePatentNipponSheetGlass(J),2009,A051824,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Dental,DentalCement,,,,Ex.8,,63,0,6.7,4.92,6.61,0,0,0,0,0,0,0,0,0,0,0,18.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3139,GP02-181735,JapanesePatentHoyaCorp.(J),1998,A241134,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,,,66.04,0,8.71,0,0,0,12.11,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.04,0,0,0,0,0,0.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
1030,GJ02-045756,GlassPhysics&Chemistry,1982,v.008p.0463,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,80,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
5791,XP02-224537,USPatentOharaInc.(J),2002,A6420286,Glass-Ceramics,AlkaliSilicate,,,GlassCeramics,,,,ColorFilter,,,,,Nucleation:570C5hCrystallization:760C2h,,68.87,0,2.16,2.15,0,0,20.92,0,0.86,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,3.05,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
10641,GP02-355916,JapanesePatentNipponSheetGlass(J),2012,AW131824,Glass,AlkaliSilicate,Alkaline-earthSilicate,,SheetGlass,,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.41,,64.54,0,6.95,8.79,0.45,0,0,14.5,0.4,0,0,0,0,0,0,0,3.05,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3
859,XP06-030422,JapanesePatentSchottAG(DE),1984,A174543,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,Boro-Silicate,GlassCeramics,,,,SolderGlassSealingGlass,,,,,,,45.26,8,21.62,0,0,0,21.18,0.04,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,12
4665,XP06-212559,JapanesePatentKonicaMinolta(J),2001,A287931,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,Zinc-Silicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3Zn2Ti3O8Zn2TiO4,,54.74,0,10.22,20.4,0,0,5.1,0,0,0,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
39,GB02-004788,HandbookofGlassProperties,1986,v.001p.0312,Glass,AlkaliSilicate,,,,,,,,,,,,,,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.08
2820,GB02-164794,FundamentalsofInorganicGlasses,1994,v.001p.0171,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,66.67,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
