No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,AbbeValue(nd-1)/(nF-nC)
4795,GP04-093572,USPatentCorningInc.(US),1980,A4211569,Glass,Lead-Silicate,,,,,,,OphthalmicLens,,,,,,,54.24,8.02,4.75,0,0,5.43,0.52,1.59,0,0,0,0,0,0,0,0,0,0,20.75,0,0,0,0.07,0,0.03,0.52,0,0,0,0,3.65,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.87
5433,GB07-174630,DataBookofGlassComposition(J),1991,v.001p.0090,Glass,Zinc-Silicate,AlkaliSilicate,,,,,,OpticalUse,Lens&Prism,,,,ZK6,,73.54,0,0,0,0,0,0,17.14,0,0,0,0,0,0,0,9.22,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2
16167,GP03-310005,EuropeanPatentOharaInc.(J),2012,A2495223,Glass,Alkaline-earthSilicate,,,NonLead,,,,OpticalUse,Lens&Prism,,,,Ex.5,,58.27,0,0.11,0,4.29,14.52,0,9.06,0.52,0,0,0,0,0,0,7.14,4.82,0,0,0,0,0,0,0,0.03,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6
5274,GP09-099699,USPatentSchottGlassTech.(US),1984,A4444893,Glass,OtherSilicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,OphthalmicLens,,,,,,,65.45,0,0,0,10.42,0,0,11.15,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75
3739,GP03-067605,JapanesePatentOharaInc.(J),1981,A073646,Glass,Alkaline-earthSilicate,Boro-Silicate,OtherSilicate,,,,,Lens&Prism,,,,,,,56.92,8.38,0,0,7.43,21.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.14,0,0,0,0,0,3.13,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8
2627,GP09-031171,JapanesePatent,1984,A003041,Glass,OtherSilicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,OphthalmicLens,,,,,,,67.23,0,0,0,9.12,0,0.72,5.17,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.83
10711,GP09-225783,EuropeanPatentSchottAG(DE),2002,A1169274,Glass,OtherSilicate,Alkaline-earthSilicate,,,,,,ReinforcementofCement,,,,,,,58.09,0,0.62,15.8,9.09,1.66,0,3.09,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.73
2383,GB03-024980,HandbookofGlassData,1987,v.00Cp.0774,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,62,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5
2311,GJ04-041166,GlassPhysics&Chemistry,1985,v.011p.0360,Glass,Lead-Silicate,AlkaliSilicate,,,,,,OpticsOptoelectronics,,,,,,,83.06,0,0,0,0,0,0,0,7.72,0,0,0,0,0,0,0,0,0,9.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6
2338,GB03-024268,HandbookofGlassData,1987,v.00Cp.0684,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,62,0,0,0,0,28,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6
3187,GP07-050181,JapanesePatentSumitaOpticalGlass(J),1980,A136145,Glass,Zinc-Silicate,AlkaliSilicate,OtherSilicate,AcidResistant,,,,Lens&Prism,,,,,,,60.66,0,0,0,5.91,0,0,7.48,5.41,0,0,0,0,0,0,16.29,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7
15924,GP05-308877,JapanesePatentNipponElectricGlass(J),2012,A140314,Glass,Boro-Silicate,,,NonLead,,,,OpticalUse,Lens&Prism,,,,Ex.7,,58.3,17.23,5.89,0,0,0,7.4,8.15,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6
12020,GP07-262699,EuropeanPatentSchottAG(DE),2004,A1468972,Glass,Zinc-Silicate,Alkaline-earthSilicate,,,,,,OpticalUse,Laser,OpticalWaveguide,,,Ex.6,,51.6,5.3,0.72,0,1.32,3.37,0,7.15,7.84,0,0,0,0,0,0,18.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.74
2010,GB03-024266,HandbookofGlassData,1987,v.00Cp.0684,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,70,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8
12017,GP07-262695,EuropeanPatentSchottAG(DE),2004,A1468972,Glass,Zinc-Silicate,Alkaline-earthSilicate,,,,,,OpticalUse,Laser,OpticalWaveguide,,,Ex.2,,50.65,5.09,0.35,0,4.42,3.69,7.1,3.42,4.88,0,0,0,0,0,0,16.52,0,0,0,0,0,0,0.11,0,0,0.65,0,0,0,0,0,0,0,2.87,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.08
5397,GP02-104691,USPatentNikonCorp.(J),1989,A4812423,Glass,AlkaliSilicate,,,,,,,Lens&Prism,OphthalmicLens,,,,Lightweightglass,,50.85,0,0,0,0,0,15.24,0,20.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,13.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.12
13870,GP07-290984,EuropeanPatentSchottAG(DE),2009,A2072477,Glass,Zinc-Silicate,AlkaliSilicate,,Fiber,,,,OpticalWaveguide,,,,,Ex.4,,59.66,0,0,0,0,0.43,1.99,7.82,5.08,0,0,0,0,0,0,20.72,0,0,0,0,0,0,0.04,0,0,2.12,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.83
6759,GP03-155820,JapanesePatent,1994,A183774,Glass,Alkaline-earthSilicate,AlkaliSilicate,,NonLead,,,,TableWare,,,,,,,63.03,1,0,0,4.33,5.65,1.16,3.92,7.36,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,6.08,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8
5402,GP02-104698,USPatentNikonCorp.(J),1989,A4812423,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Lens&Prism,OphthalmicLens,,,,Lightweightglass,,57.89,0,3.1,0,0,0,14.81,0,10.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83
9138,GP05-207099,EuropeanPatentCorningInc.(US),2000,A1015394,Glass,Boro-Silicate,,,Photochromic,,,,OphthalmicLens,,,,,,,60.73,17.69,4.7,0,0,0,7.12,0,5.72,0,0,0,0,0,0.008368,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.05,0.07,60.1
3511,GP09-058946,JapanesePatentCorningInc.(US),1986,A086446,Glass,OtherSilicate,AlkaliSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,58.28,7.3,0.31,0,0,0,9.04,2.59,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,12.49,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
6135,GI05-190663R,NGF'sAdditionalNewData(J),2000,v.002p.0003,Glass,Boro-Silicate,Alumino-Silicate,,,,,,,,,,Annealing:at660Cfor2hr.,GlassNameB12.Melting:inPtcrucibleat1640Cfor5hr.,,75.72,10.52,5.12,0,1.02,1,0,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
9040,GP05-205485,JapanesePatentOharaInc.(J),2000,A247678,Glass,Boro-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,,,63.55,12.96,4.13,0,0,0,13.08,3.88,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1
12142,GP02-265540,USPatentOharaInc.(J),2005,A6846762,Glass,AlkaliSilicate,Alkaline-earthSilicate,OtherSilicate,NonLead,,,,OpticalUse,Lens&Prism,,,,Ex.5,,56.58,1.09,0.67,0,0,9.86,0,7.93,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5
2844,GC01-052204,Shin-EtsuQuartzProducts(J),1980,HomosilUltras,Glass,Silica,,,Block,Slab,Rod,,Machinary,,,,,ForHighPrecisionInstrument,,99.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6
1789,GB02-019463,HandbookofGlassData,1987,v.00Cp.0165,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,76.9,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.7
11584,GP03-256084,JapanesePatent,2004,A175592,Glass,Alkaline-earthSilicate,,,Pressed,Molded,,,OpticalUse,Lens&Prism,,,,Hikarigarasuco.Ltd.Ex.3,,53.55,1.23,1.44,2.42,14.3,1.04,9.63,9.87,0,0,0,0,0,0,0,3.61,2.07,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
11909,GP07-261697,USPatentSchottAG(DE),2004,A6806216,Glass,Zinc-Silicate,AlkaliSilicate,,,,,,OpticalUse,Lens&Prism,,,,Ex.2,,61.92,0,0,0,0,0,0,12.76,6.51,0,0,0,0,0,0,18.43,0,0,0.31,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2060,GB02-019478,HandbookofGlassData,1987,v.00Cp.0166,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,62.1,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2063,GB02-026173,HandbookofGlassData,1987,v.00Cp.0589,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,70,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
4706,GP03-092946,USPatentSumitaOpticalGlass(J),1981,A4297141,Glass,Alkaline-earthSilicate,Zinc-Silicate,AlkaliSilicate,,,,,Lens&Prism,,,,,,,59.49,8.27,1.88,0,11.98,0,0,3.2,2.1,0,0,0,0,0,0,11.78,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8
15434,GP05-305193,JapanesePatentNipponElectricGlass(J),2011,A225418,Glass,Boro-Silicate,AlkaliSilicate,,,,,,OpticalUse,Lens&Prism,,,,Ex.10,,55.99,18.79,6.11,6.18,0,0,6.26,4.02,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5
5435,GB02-174646,DataBookofGlassComposition(J),1991,v.001p.0093,Glass,AlkaliSilicate,,,,,,,OpticalUse,Lens&Prism,,,,KF1,,73.57,2.58,0,0,2.56,0,0,6.96,9.16,0,0,0,0,0,0,0,0,0,5.02,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9
4631,GP09-126541,JapanesePatentOlympusOptical(J),1993,A088003,Glass,OtherSilicate,,,GradedIndex,,,,OpticalUse,,,,,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6
2611,GP02-031105,JapanesePatentSchottAG(DE),1983,A135151,Glass,AlkaliSilicate,OtherSilicate,Alkaline-earthSilicate,,,,,OpticsOptoelectronics,OphthalmicLens,,,,,,60.71,4.11,0,0,10.21,0,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,2.36,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
18089,GP03-353560,JapanesePatentOwensCorning(US),2013,A513547,Glass,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,Melting,Fiber,,,PlasticsFRP,,,,,ex.9,,55.06,0,8.32,0,18.68,0,0,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.11
17813,GP03-351814,USPatentOharaInc.(J),2012,A0220442,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Melting,Fiber,,,OpticalUse,Lamp,OpticalFiber,,,ex.11,,53.9,0,0.11,0,4.38,11.04,0,9.23,0.53,0,0,0,0,0,0,7.27,4.91,0,0,0,0,0,0,0,0.03,1.26,0,0,0,0,0,0,0,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5
3717,GC04-065722,CorningInc.(US),1985,Ceren25,Glass,Lead-Silicate,,,,,,,CherenkovCounter,,,,,GLASSFORCERENKOVCOUNTERS,,67.26,0,0,0,0,0,0,5.01,2.19,0,0,0,0,0,0,0,0,0,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5
2040,GB02-019120,HandbookofGlassData,1987,v.00Cp.0157,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,53.25,0,0,0,0,0,0,9.37,0,0,0,0,0,0,0,0,0,0,37.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.79
5357,GP04-102611,JapanesePatentOharaInc.(J),1989,A308843,Glass,Lead-Silicate,AlkaliSilicate,,Pressed,,,,MoldedLens,,,,,,,52.32,0,0,0,0,0,8.77,12.68,2.78,0,0,0,0,0,0,0,4.21,0,15.65,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7
7196,GJ02-245100,J.Res.NationalBureauofStandards,1951,v.046p.0176,Glass,AlkaliSilicate,Boro-Silicate,,,,,,OpticalUse,,,,,viscositybyrotationalviscometer,,71.36,11.28,0,0,0,0,0,8.73,8.07,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5
15494,GP07-305672,USPatentSchottAG(DE),2011,A8039410,Glass,Zinc-Silicate,AlkaliSilicate,,Fiber,,,,OpticalFiber,,,,,Ex.3,,59.64,0,0,0,0,0.48,1.99,7.75,5.14,0,0,0,0,0,0,20.71,0,0,0,0,0,0,0,0,0.04,2.12,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.62
6718,GP02-155477,JapanesePatentOharaInc.(J),1994,A107427,Glass,AlkaliSilicate,OtherSilicate,,,,,,Lens&Prism,,,,,,,51.62,0,6.97,0,0,0,0,37.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7
16707,GP06-313408,USPatentOCVIntellectualCapital(US),2013,A0217807,Glass,Alumino-Silicate,OtherSilicate,,Fiber,,,,Composite,Fiber,,,,OCVIntellectualCapitalLLC.Ex.10,,53.74,14.03,16.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5
8519,GP05-189653,USPatentCorningInc.(US),1999,A5932501,Glass,Boro-Silicate,,,,,,,,,,,,,,51.65,15.47,0,0,0,2.62,4.83,3.11,2.22,0,0,0,0,0,0.5,0,1.25,0,0,1.19,0,0,0,0,0,5.95,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.01,0,52.1
1073,GB03-012799,HandbookofGlassProperties,1986,v.001p.0596,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,52,0,12,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7
13714,GP06-289199,JapanesePatentSchottAG(DE),2009,A001488,Glass,Alumino-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.1,,65.43,0,17.06,1.7,0,0,7.82,0.22,0.29,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,1.98,0,0,1,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.12
5100,GJ01-160166,J.AmericanCeramicSoc.,1995,v.078p.2828,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
11570,GP02-255985,JapanesePatentNipponSheetGlass(J),2004,A151682,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Rod,NonLead,GradedIndex,,,,,,,Ex.A,,60,0,0,5,0,5,12,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
16112,GP03-309843,USPatentNipponSheetGlass(J),2012,A8338524,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Flake,,,,Filler,Composite,,,,Ex.9,,59.99,0,7.7,12.27,14.03,0,0.41,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
1900,GB02-021484,HandbookofGlassData,1987,v.00Cp.0398,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,78.69,0,0,0,0,0,0,19.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.46
6937,GJ02-160022,J.AmericanCeramicSoc.,1995,v.078p.1179,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,60,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9
3661,GJ02-062969,J.Non-CrystallineSolids,1979,v.034p.0063,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,59.88,0,2.5,0,9.98,0,27.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
13921,GP07-292721,JapanesePatentSchottAG(DE),2009,A196878,Glass,Zinc-Silicate,AlkaliSilicate,,Fiber,,,,OpticalFiber,,,,,Ex.4,,59.66,0,0,0,0,0.43,1.99,7.82,5.08,0,0,0,0,0,0,20.72,0,0,0,0,0,0,0.04,0,0,2.12,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.83
8897,GJ02-303757,J.Non-CrystallineSolids,2011,v.357p.002542,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,74,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
4287,GB02-098958,PropertiesofGlass,1954,v.001p.0426,Glass,AlkaliSilicate,Lead-Silicate,Alkaline-earthSilicate,,,,,,,,,,HighDipersionCrown,,73.92,1.4,0,0,4.59,0,0,17.21,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8
1869,GB02-021077,HandbookofGlassData,1987,v.00Cp.0387,Glass,AlkaliSilicate,Alumino-Silicate,OtherSilicate,,,,,,,,,,,,75.27,0,2.57,0,0.02,0,0,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2
876,GB03-012820,HandbookofGlassProperties,1986,v.001p.0597,Glass,Alkaline-earthSilicate,OtherSilicate,,,,,,,,,,,,,72,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4
7184,GJ04-245066,J.Res.NationalBureauofStandards,1951,v.046p.0176,Glass,Lead-Silicate,AlkaliSilicate,,,,,,OpticalUse,,,,,viscositybyrotationalviscometer,,76.33,0,0,0,0,0.39,0,0.56,8.71,0,0,0,0,0,0,0,0,0,13.74,0,0,0,0.09,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
1057,GB03-012706,HandbookofGlassProperties,1986,v.001p.0595,Glass,Alkaline-earthSilicate,Boro-Silicate,,,,,,,,,,,,,55.4,16,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3
12008,GP03-262599,EuropeanPatentSchottAG(DE),2004,A1452495,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,OpticalWaveguide,Laser,,,,Ex.1,,55.18,0,4.07,0,0,14.6,0,13.37,0,0,0,0,0,0,0,8.15,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3
